,rank,rate,id,pokemon,form,type1,type2,category,terastal,item,ability,move_0,move_1,move_2,move_3
194,52,2120.525,0260-00,ラグラージ,,みず,じめん,一般,ほのお,とつげきチョッキ,げきりゅう,じしん,クイックターン,けたぐり,ゆきなだれ
195,52,2120.525,0901-00,ガチグマ,,じめん,ノーマル,一般,フェアリー,かえんだま,こんじょう,からげんき,じしん,くさわけ,つるぎのまい
196,52,2120.525,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,シャドークロー,かげうち,じゃれつく,のろい
197,52,2120.525,0286-00,キノガッサ,,くさ,かくとう,一般,はがね,きあいのタスキ,テクニシャン,キノコのほうし,マッハパンチ,じならし,がんせきふうじ
198,54,2119.495,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,オボンのみ,,,,,
199,54,2119.495,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,,,,,
200,54,2119.495,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,せんせいのツメ,,,,,
201,54,2119.495,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,,,,,
202,54,2119.495,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,,,,,
203,54,2119.495,0445-00,ガブリアス,,ドラゴン,じめん,一般,こおり,ゴツゴツメット,,,,,
204,55,2118.538,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,マルチスケイル,しんそく,じしん,ドラゴンテール,けたぐり
205,55,2118.538,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,おうごんのからだ,シャドーボール,ゴールドラッシュ,おきみやげ,トリック
206,55,2118.538,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,たべのこし,しんがん,ブラッドムーン,だいちのちから,あくび,つきのひかり
207,55,2118.538,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,かげうち,のろい,つるぎのまい
208,55,2118.538,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,ウイのみ,げきりゅう,うたかたのアリア,ムーンフォース,アクアジェット,クイックターン
209,55,2118.538,0923-00,パーモット,,でんき,かくとう,一般,でんき,こだわりハチマキ,てつのこぶし,でんこうそうげき,インファイト,れいとうパンチ,マッハパンチ
210,59,2117.198,0279-00,ペリッパー,,みず,ひこう,一般,じめん,しめったいわ,あめふらし,ウェザーボール,ぼうふう,テラバースト,おいかぜ
211,59,2117.198,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ステラ,いのちのたま,すいすい,ウェーブタックル,おはかまいり,アクアジェット,みがわり
212,59,2117.198,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,ひかりのねんど,ゆきふらし,ふぶき,オーロラベール,アンコール,ミストフィールド
213,59,2117.198,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,レッドカード,がんじょう,りゅうせいぐん,あくのはどう,ほえる,ステルスロック
214,59,2117.198,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま,こんじょう,からげんき,じしん,くさわけ,つるぎのまい
215,59,2117.198,0248-00,バンギラス,,いわ,あく,一般,ひこう,いかさまダイス,すなおこし,ロックブラスト,はたきおとす,けたぐり,りゅうのまい
216,62,2116.866,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,あつぞこブーツ,,,,,
217,62,2116.866,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ゴツゴツメット,,,,,
218,62,2116.866,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,アッキのみ,,,,,
219,62,2116.866,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,,,,,
220,62,2116.866,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,オボンのみ,,,,,
221,62,2116.866,0979-00,コノヨザル,,かくとう,ゴースト,一般,どく,たべのこし,,,,,
222,63,2116.714,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,こだわりハチマキ,ねつこうかん,つららおとし,きょけんとつげき,じしん,こおりのつぶて
223,63,2116.714,0594-00,ママンボウ,,みず,,一般,ゴースト,とつげきチョッキ,さいせいりょく,クイックターン,アクアジェット,ミラーコート,ねっとう
224,63,2116.714,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,はたきおとす,ちょうはつ,まもる,みがわり
225,63,2116.714,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,きあいのタスキ,サイコメイカー,ワイドフォース,マジカルシャイン,シャドーボール,アンコール
226,63,2116.714,0903-00,オオニューラ,,かくとう,どく,一般,ほのお,ふうせん,かるわざ,インファイト,フェイタルクロー,ほのおのパンチ,つるぎのまい
227,63,2116.714,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,じきゅうりょく,ラスターカノン,ボディプレス,ほえる,ステルスロック
228,64,2116.7,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ,どくしゅ,フェイタルクロー,インファイト,シャドークロー,どくびし
229,64,2116.7,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,きよめのしお,しおづけ,まもる,じこさいせい,のろい
230,64,2116.7,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ,マルチスケイル,スケイルショット,じしん,アンコール,はねやすめ
231,64,2116.7,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,オボンのみ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
232,64,2116.7,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,あくのはどう,エレクトロビーム
233,64,2116.7,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,のろい,つるぎのまい,かげうち
234,65,2116.501,0286-00,キノガッサ,,くさ,かくとう,一般,はがね,どくどくだま,,,,,
235,65,2116.501,0956-00,クエスパトラ,,エスパー,,一般,ノーマル,メンタルハーブ,,,,,
236,65,2116.501,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,とつげきチョッキ,,,,,
237,65,2116.501,0727-00,ガオガエン,,ほのお,あく,一般,みず,オボンのみ,,,,,
238,65,2116.501,0637-00,ウルガモス,,むし,ほのお,一般,こおり,こだわりメガネ,,,,,
239,65,2116.501,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,たべのこし,,,,,
240,67,2116.099,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,しんくうは,ハイパーボイス
241,67,2116.099,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ゴースト,ひかりのねんど,がんじょう,リフレクター,ひかりのかべ,ステルスロック,てっていこうせん
242,67,2116.099,0823-00,アーマーガア,,ひこう,はがね,一般,あく,おんみつマント,プレッシャー,つけあがる,ビルドアップ,ちょうはつ,はねやすめ
243,67,2116.099,0908-00,マスカーニャ,,くさ,あく,一般,くさ,こだわりハチマキ,へんげんじざい,トリックフラワー,はたきおとす,とんぼがえり,けたぐり
244,67,2116.099,0980-00,ドオー,,どく,じめん,一般,あく,たべのこし,てんねん,じしん,どくどく,のろい,じこさいせい
245,67,2116.099,0956-00,クエスパトラ,,エスパー,,一般,ほのお,オボンのみ,かそく,アシストパワー,テラバースト,めいそう,バトンタッチ
246,71,2113.683,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし,しんがん,ハイパーボイス,ちょうはつ,めいそう,みがわり
247,71,2113.683,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,おんみつマント,マルチスケイル,じしん,アイススピナー,りゅうのまい,はねやすめ
248,71,2113.683,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット,おうごんのからだ,きあいだま,たたりめ,でんじは,じこさいせい
249,71,2113.683,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,フィラのみ,じきゅうりょく,ラスターカノン,ドラゴンテール,ステルスロック,ミラーコート
250,71,2113.683,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ほのお,とけないこおり,ゆきふらし,ふぶき,フリーズドライ,テラバースト,アンコール
251,71,2113.683,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,へんげんじざい,トリックフラワー,はたきおとす,あまえる,どくびし
252,72,2112.868,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま,こんじょう,からげんき,じしん,くさわけ,つるぎのまい
253,72,2112.868,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,オボンのみ,プレッシャー,とんぼがえり,ボディプレス,てっぺき,はねやすめ
254,72,2112.868,0980-00,ドオー,,どく,じめん,一般,あく,たべのこし,てんねん,じしん,どくづき,カウンター,じこさいせい
255,72,2112.868,0233-00,ポリゴン２,,ノーマル,,一般,あく,しんかのきせき,ダウンロード,トライアタック,テラバースト,イカサマ,じこさいせい
256,72,2112.868,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,くさ,こだわりハチマキ,いかく,レイジングブル,フレアドライブ,インファイト,テラバースト
257,72,2112.868,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,でんき,いのちのたま,すりぬけ,ドラゴンアロー,テラバースト,ふいうち,りゅうのまい
258,73,2112.174,0908-00,マスカーニャ,,くさ,あく,一般,くさ,とつげきチョッキ,,,,,
259,73,2112.174,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりメガネ,,,,,
260,73,2112.174,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,きあいのタスキ,,,,,
261,73,2112.174,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,,,,,
262,73,2112.174,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,,,,,
263,73,2112.174,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,いかさまダイス,,,,,
264,74,2112.129,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いかさまダイス,ねつこうかん,つららばり,つららおとし,りゅうのまい,じしん
265,74,2112.129,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,くろいメガネ,ふゆう,あくのはどう,ラスターカノン,わるだくみ,ちょうはつ
266,74,2112.129,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ひかりのねんど,ゆきふらし,ふぶき,オーロラベール,アンコール,かなしばり
267,74,2112.129,0979-00,コノヨザル,,かくとう,ゴースト,一般,でんき,きあいのタスキ,やるき,ふんどのこぶし,インファイト,がんせきふうじ,ステルスロック
268,74,2112.129,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし,しんがん,ハイパーボイス,めいそう,あくび,つきのひかり
269,74,2112.129,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,おんみつマント,てんねん,フレアソング,みわくのボイス,あくび,なまける
270,77,2111.736,0235-00,ドーブル,,ノーマル,,一般,ゴースト,きあいのタスキ,,,,,
271,77,2111.736,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,たべのこし,,,,,
272,77,2111.736,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,,,,,
273,77,2111.736,0908-00,マスカーニャ,,くさ,あく,一般,くさ,こだわりハチマキ,,,,,
274,77,2111.736,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,とつげきチョッキ,,,,,
275,77,2111.736,0968-00,ミミズズ,,はがね,,一般,ゴースト,カゴのみ,,,,,
276,78,2111.617,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,,,,,
277,78,2111.617,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,,,,,
278,78,2111.617,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,,,,,
279,78,2111.617,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,,,,,
280,78,2111.617,0257-00,バシャーモ,,ほのお,かくとう,一般,こおり,オボンのみ,,,,,
281,78,2111.617,0823-00,アーマーガア,,ひこう,はがね,一般,ひこう,ゴツゴツメット,,,,,
282,81,2111.179,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ひかりのねんど,ゆきふらし,ふぶき,こごえるかぜ,オーロラベール,アンコール
