,id,form_id,name,form,alias,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
0123-000,123,0,ストライク,,ストライク,かまきりポケモン,56.0,1.5,むし,ひこう,むしのしらせ,テクニシャン,ふくつのこころ,9,70,110,80,55,80,105
0124-000,124,0,ルージュラ,,ルージュラ,ひとがたポケモン,40.6,1.4,こおり,エスパー,どんかん,よちむ,かんそうはだ,8,65,50,35,115,95,95
0125-000,125,0,エレブー,,エレブー,でんげきポケモン,30.0,1.1,でんき,,せいでんき,やるき,,9,65,83,57,95,85,105
0126-000,126,0,ブーバー,,ブーバー,ひふきポケモン,44.5,1.3,ほのお,,ほのおのからだ,やるき,,9,65,95,57,100,85,93
0127-000,127,0,カイロス,,カイロス,くわがたポケモン,55.0,1.5,むし,,かいりきバサミ,かたやぶり,じしんかじょう,8,65,125,100,55,70,85
0127-001,127,1,カイロス,メガカイロス,メガカイロス,くわがたポケモン,59.0,1.7,むし,ひこう,スカイスキン,じしんかじょう,,7,65,125,100,55,70,85
0128-000,128,0,ケンタロス,,ケンタロス,あばれうしポケモン,88.4,1.4,ノーマル,,いかく,いかりのつぼ,ちからずく,9,75,100,95,40,70,110
0128-001,128,1,ケンタロス,パルデアのすがた・コンバット種,ケンタロス(コンバット),あばれうしポケモン,115.0,1.4,かくとう,,いかく,いかりのつぼ,ちからずく,9,75,110,105,30,70,100
0128-002,128,2,ケンタロス,パルデアのすがた・ブレイズ種,ケンタロス(ブレイズ),あばれうしポケモン,85.0,1.4,かくとう,ほのお,いかく,いかりのつぼ,ちからずく,9,75,110,105,30,70,100
0128-003,128,3,ケンタロス,パルデアのすがた・ウォーター種,ケンタロス(ウォーター),あばれうしポケモン,110.0,1.4,かくとう,みず,いかく,いかりのつぼ,ちからずく,9,75,110,105,30,70,100
0129-000,129,0,コイキング,,コイキング,さかなポケモン,10.0,0.9,みず,,すいすい,びびり,,9,20,10,55,15,20,80
0130-000,130,0,ギャラドス,,ギャラドス,きょうあくポケモン,235.0,6.5,みず,ひこう,いかく,じしんかじょう,,9,95,125,79,60,100,81
0130-001,130,1,ギャラドス,メガギャラドス,メガギャラドス,きょうあくポケモン,305.0,6.5,みず,あく,かたやぶり,じしんかじょう,,7,95,125,79,60,100,81
0131-000,131,0,ラプラス,,ラプラス,のりものポケモン,220.0,2.5,みず,こおり,ちょすい,シェルアーマー,うるおいボディ,9,130,85,80,85,95,60
0131-999,131,999,ラプラス,キョダイマックス,ラプラス(キョダイ),-,9999.9,24.0,みず,こおり,ちょすい,シェルアーマー,うるおいボディ,8,130,85,80,85,95,60
0132-000,132,0,メタモン,,メタモン,へんしんポケモン,4.0,0.3,ノーマル,,じゅうなん,かわりもの,,9,48,48,48,48,48,48
0133-000,133,0,イーブイ,,イーブイ,しんかポケモン,6.5,0.3,ノーマル,,にげあし,てきおうりょく,きけんよち,9,55,55,50,45,65,55
0133-999,133,999,イーブイ,キョダイマックス,イーブイ(キョダイ),-,9999.9,18.0,ノーマル,,にげあし,てきおうりょく,きけんよち,8,55,55,50,45,65,55
0134-000,134,0,シャワーズ,,シャワーズ,あわはきポケモン,29.0,1.0,みず,,ちょすい,うるおいボディ,,9,130,65,60,110,95,65
0135-000,135,0,サンダース,,サンダース,かみなりポケモン,24.5,0.8,でんき,,ちくでん,はやあし,,9,65,65,60,110,95,130
0136-000,136,0,ブースター,,ブースター,ほのおポケモン,25.0,0.9,ほのお,,もらいび,こんじょう,,9,65,130,60,95,110,65
0137-000,137,0,ポリゴン,,ポリゴン,バーチャルポケモン,36.5,0.8,ノーマル,,トレース,ダウンロード,アナライズ,9,65,60,70,85,75,40
0138-000,138,0,オムナイト,,オムナイト,うずまきポケモン,7.5,0.4,いわ,みず,すいすい,シェルアーマー,くだけるよろい,8,35,40,100,90,55,35
0139-000,139,0,オムスター,,オムスター,うずまきポケモン,35.0,1.0,いわ,みず,すいすい,シェルアーマー,くだけるよろい,8,70,60,125,115,70,55
0140-000,140,0,カブト,,カブト,こうらポケモン,11.5,0.5,いわ,みず,すいすい,カブトアーマー,くだけるよろい,8,30,80,90,55,45,55
0141-000,141,0,カブトプス,,カブトプス,こうらポケモン,40.5,1.3,いわ,みず,すいすい,カブトアーマー,くだけるよろい,8,60,115,105,65,70,80
0142-000,142,0,プテラ,,プテラ,かせきポケモン,59.0,1.8,いわ,ひこう,いしあたま,プレッシャー,きんちょうかん,8,80,105,65,60,75,130
0142-001,142,1,プテラ,メガプテラ,メガプテラ,かせきポケモン,79.0,2.1,いわ,ひこう,かたいツメ,きんちょうかん,,7,80,105,65,60,75,130
0143-000,143,0,カビゴン,,カビゴン,いねむりポケモン,460.0,2.1,ノーマル,,めんえき,あついしぼう,くいしんぼう,9,160,110,65,65,110,30
0143-999,143,999,カビゴン,キョダイマックス,カビゴン(キョダイ),-,9999.9,35.0,ノーマル,,めんえき,あついしぼう,くいしんぼう,8,160,110,65,65,110,30
0144-000,144,0,フリーザー,,フリーザー,れいとうポケモン,55.4,1.7,こおり,ひこう,プレッシャー,ゆきがくれ,,9,90,85,100,95,125,85
0144-001,144,1,フリーザー,ガラルのすがた,フリーザー(ガラル),れいこくポケモン,50.9,1.7,エスパー,ひこう,かちき,ゆきがくれ,,9,90,85,85,125,100,95
0145-000,145,0,サンダー,,サンダー,でんげきポケモン,52.6,1.6,でんき,ひこう,プレッシャー,せいでんき,,9,90,90,85,125,90,100
0145-001,145,1,サンダー,ガラルのすがた,サンダー(ガラル),けんきゃくポケモン,58.2,1.6,かくとう,ひこう,まけんき,せいでんき,,9,90,125,90,85,90,100
0146-000,146,0,ファイヤー,,ファイヤー,かえんポケモン,60.0,2.0,ほのお,ひこう,プレッシャー,ほのおのからだ,,9,90,100,90,125,85,90
0146-001,146,1,ファイヤー,ガラルのすがた,ファイヤー(ガラル),じゃあくポケモン,66.0,2.0,あく,ひこう,ぎゃくじょう,ほのおのからだ,,9,90,85,90,100,125,90
0147-000,147,0,ミニリュウ,,ミニリュウ,ドラゴンポケモン,3.3,1.8,ドラゴン,,だっぴ,ふしぎなうろこ,,9,41,64,45,50,50,50
0148-000,148,0,ハクリュー,,ハクリュー,ドラゴンポケモン,16.5,4.0,ドラゴン,,だっぴ,ふしぎなうろこ,,9,61,84,65,70,70,70
0149-000,149,0,カイリュー,,カイリュー,ドラゴンポケモン,210.0,2.2,ドラゴン,ひこう,せいしんりょく,マルチスケイル,,9,91,134,95,100,100,80
0150-000,150,0,ミュウツー,,ミュウツー,いでんしポケモン,122.0,2.0,エスパー,,プレッシャー,きんちょうかん,,9,106,110,90,154,90,130
0150-001,150,1,ミュウツー,メガミュウツーＸ,メガミュウツーＸ,いでんしポケモン,127.0,2.3,エスパー,かくとう,ふくつのこころ,きんちょうかん,,7,106,110,90,154,90,130
0150-002,150,2,ミュウツー,メガミュウツーＹ,メガミュウツーＹ,いでんしポケモン,33.0,1.5,エスパー,,ふみん,きんちょうかん,,7,106,110,90,154,90,130
0151-000,151,0,ミュウ,,ミュウ,しんしゅポケモン,4.0,0.4,エスパー,,シンクロ,,,9,100,100,100,100,100,100
0152-000,152,0,チコリータ,,チコリータ,はっぱポケモン,6.4,0.9,くさ,,しんりょく,リーフガード,,9,45,49,65,49,65,45
0153-000,153,0,ベイリーフ,,ベイリーフ,はっぱポケモン,15.8,1.2,くさ,,しんりょく,リーフガード,,9,60,62,80,63,80,60
0154-000,154,0,メガニウム,,メガニウム,ハーブポケモン,100.5,1.8,くさ,,しんりょく,リーフガード,,9,80,82,100,83,100,80
0155-000,155,0,ヒノアラシ,,ヒノアラシ,ひねずみポケモン,7.9,0.5,ほのお,,もうか,もらいび,,9,39,52,43,60,50,65
0156-000,156,0,マグマラシ,,マグマラシ,かざんポケモン,19.0,0.9,ほのお,,もうか,もらいび,,9,58,64,58,80,65,80
0157-000,157,0,バクフーン,,バクフーン,かざんポケモン,79.5,1.7,ほのお,,もうか,もらいび,,9,78,84,78,109,85,100
0157-001,157,1,バクフーン,ヒスイのすがた,バクフーン(ヒスイ),おにびポケモン,69.8,1.6,ほのお,ゴースト,もうか,もらいび,おみとおし,9,73,84,78,119,85,95
0158-000,158,0,ワニノコ,,ワニノコ,おおあごポケモン,9.5,0.6,みず,,げきりゅう,ちからずく,,9,50,65,64,44,48,43
0159-000,159,0,アリゲイツ,,アリゲイツ,おおあごポケモン,25.0,1.1,みず,,げきりゅう,ちからずく,,9,65,80,80,59,63,58
0160-000,160,0,オーダイル,,オーダイル,おおあごポケモン,88.8,2.3,みず,,げきりゅう,ちからずく,,9,85,105,100,79,83,78
0161-000,161,0,オタチ,,オタチ,みはりポケモン,6.0,0.8,ノーマル,,にげあし,するどいめ,おみとおし,9,35,46,34,35,45,20
0162-000,162,0,オオタチ,,オオタチ,どうながポケモン,32.5,1.8,ノーマル,,にげあし,するどいめ,おみとおし,9,85,76,64,45,55,90
0163-000,163,0,ホーホー,,ホーホー,ふくろうポケモン,21.2,0.7,ノーマル,ひこう,ふみん,するどいめ,いろめがね,9,60,30,30,36,56,50
0164-000,164,0,ヨルノズク,,ヨルノズク,ふくろうポケモン,40.8,1.6,ノーマル,ひこう,ふみん,するどいめ,いろめがね,9,100,50,50,86,96,70
0165-000,165,0,レディバ,,レディバ,いつつぼしポケモン,10.8,1.0,むし,ひこう,むしのしらせ,はやおき,びびり,8,40,20,30,40,80,55
0166-000,166,0,レディアン,,レディアン,いつつぼしポケモン,35.6,1.4,むし,ひこう,むしのしらせ,はやおき,てつのこぶし,8,55,35,50,55,110,85
0167-000,167,0,イトマル,,イトマル,いとはきポケモン,8.5,0.5,むし,どく,むしのしらせ,ふみん,スナイパー,9,40,60,40,40,40,30
0168-000,168,0,アリアドス,,アリアドス,あしながポケモン,33.5,1.1,むし,どく,むしのしらせ,ふみん,スナイパー,9,70,90,70,60,70,40
0169-000,169,0,クロバット,,クロバット,こうもりポケモン,75.0,1.8,どく,ひこう,せいしんりょく,すりぬけ,,8,85,90,80,70,80,130
0170-000,170,0,チョンチー,,チョンチー,あんこうポケモン,12.0,0.5,みず,でんき,ちくでん,はっこう,ちょすい,9,75,38,38,56,56,67
0171-000,171,0,ランターン,,ランターン,ライトポケモン,22.5,1.2,みず,でんき,ちくでん,はっこう,ちょすい,9,125,58,58,76,76,67
0172-000,172,0,ピチュー,,ピチュー,こねずみポケモン,2.0,0.3,でんき,,せいでんき,ひらいしん,,9,20,40,15,35,35,60
0173-000,173,0,ピィ,,ピィ,ほしがたポケモン,3.0,0.3,フェアリー,,メロメロボディ,マジックガード,フレンドガード,9,50,25,28,45,55,15
0174-000,174,0,ププリン,,ププリン,ふうせんポケモン,1.0,0.3,ノーマル,フェアリー,メロメロボディ,かちき,フレンドガード,9,90,30,15,40,20,15
0175-000,175,0,トゲピー,,トゲピー,はりたまポケモン,1.5,0.3,フェアリー,,はりきり,てんのめぐみ,きょううん,8,35,20,65,40,65,20
0176-000,176,0,トゲチック,,トゲチック,しあわせポケモン,3.2,0.6,フェアリー,ひこう,はりきり,てんのめぐみ,きょううん,8,55,40,85,80,105,40
0177-000,177,0,ネイティ,,ネイティ,ことりポケモン,2.0,0.2,エスパー,ひこう,シンクロ,はやおき,マジックミラー,8,40,50,45,70,45,70
0178-000,178,0,ネイティオ,,ネイティオ,せいれいポケモン,15.0,1.5,エスパー,ひこう,シンクロ,はやおき,マジックミラー,8,65,75,70,95,70,95
0179-000,179,0,メリープ,,メリープ,わたげポケモン,7.8,0.6,でんき,,せいでんき,プラス,,9,55,40,40,65,45,35
0180-000,180,0,モココ,,モココ,わたげポケモン,13.3,0.8,でんき,,せいでんき,プラス,,9,70,55,55,80,60,45
0181-000,181,0,デンリュウ,,デンリュウ,ライトポケモン,61.5,1.4,でんき,,せいでんき,プラス,,9,90,75,85,115,90,55
0181-001,181,1,デンリュウ,メガデンリュウ,メガデンリュウ,ライトポケモン,61.5,1.4,でんき,ドラゴン,かたやぶり,プラス,,7,90,75,85,115,90,55
0182-000,182,0,キレイハナ,,キレイハナ,フラワーポケモン,5.8,0.4,くさ,,ようりょくそ,いやしのこころ,,8,75,80,95,90,100,50
0183-000,183,0,マリル,,マリル,みずねずみポケモン,8.5,0.4,みず,フェアリー,あついしぼう,ちからもち,そうしょく,9,70,20,50,20,50,40
0184-000,184,0,マリルリ,,マリルリ,みずうさぎポケモン,28.5,0.8,みず,フェアリー,あついしぼう,ちからもち,そうしょく,9,100,50,80,60,80,50
0185-000,185,0,ウソッキー,,ウソッキー,まねポケモン,38.0,1.2,いわ,,がんじょう,いしあたま,びびり,9,70,100,115,30,65,30
0186-000,186,0,ニョロトノ,,ニョロトノ,かえるポケモン,33.9,1.1,みず,,ちょすい,しめりけ,あめふらし,9,90,75,75,90,100,70
0187-000,187,0,ハネッコ,,ハネッコ,わたくさポケモン,0.5,0.4,くさ,ひこう,ようりょくそ,リーフガード,すりぬけ,9,35,35,40,35,55,50
0188-000,188,0,ポポッコ,,ポポッコ,わたくさポケモン,1.0,0.6,くさ,ひこう,ようりょくそ,リーフガード,すりぬけ,9,55,45,50,45,65,80
0189-000,189,0,ワタッコ,,ワタッコ,わたくさポケモン,3.0,0.8,くさ,ひこう,ようりょくそ,リーフガード,すりぬけ,9,75,55,70,55,95,110
0190-000,190,0,エイパム,,エイパム,おながポケモン,11.5,0.8,ノーマル,,にげあし,ものひろい,スキルリンク,9,55,70,55,40,55,85
0191-000,191,0,ヒマナッツ,,ヒマナッツ,たねポケモン,1.8,0.3,くさ,,ようりょくそ,サンパワー,はやおき,9,30,30,30,30,30,30
0192-000,192,0,キマワリ,,キマワリ,たいようポケモン,8.5,0.8,くさ,,ようりょくそ,サンパワー,はやおき,9,75,75,55,105,85,30
0193-000,193,0,ヤンヤンマ,,ヤンヤンマ,うすばねポケモン,38.0,1.2,むし,ひこう,かそく,ふくがん,おみとおし,9,65,65,45,75,45,95
0194-000,194,0,ウパー,,ウパー,みずうおポケモン,8.5,0.4,みず,じめん,しめりけ,ちょすい,てんねん,9,55,45,45,25,25,15
0194-001,194,1,ウパー,パルデアのすがた,ウパー(パルデア),どくうおポケモン,11.0,0.4,どく,じめん,どくのトゲ,ちょすい,てんねん,9,55,45,45,25,25,15
0195-000,195,0,ヌオー,,ヌオー,みずうおポケモン,75.0,1.4,みず,じめん,しめりけ,ちょすい,てんねん,9,95,85,85,65,65,35
0196-000,196,0,エーフィ,,エーフィ,たいようポケモン,26.5,0.9,エスパー,,シンクロ,マジックミラー,,9,65,65,60,130,95,110
0197-000,197,0,ブラッキー,,ブラッキー,げっこうポケモン,27.0,1.0,あく,,シンクロ,せいしんりょく,,9,95,65,110,60,130,65
0198-000,198,0,ヤミカラス,,ヤミカラス,くらやみポケモン,2.1,0.5,あく,ひこう,ふみん,きょううん,いたずらごころ,9,60,85,42,85,42,91
0199-000,199,0,ヤドキング,,ヤドキング,おうじゃポケモン,79.5,2.0,みず,エスパー,どんかん,マイペース,さいせいりょく,9,95,75,80,100,110,30
0199-001,199,1,ヤドキング,ガラルのすがた,ヤドキング(ガラル),じゅじゅつしポケモン,79.5,1.8,どく,エスパー,きみょうなくすり,マイペース,さいせいりょく,9,95,65,80,110,110,30
0200-000,200,0,ムウマ,,ムウマ,よなきポケモン,1.0,0.7,ゴースト,,ふゆう,,,9,60,60,60,85,85,85
0201-000,201,0,アンノーン,あるすがた,アンノーン,シンボルポケモン,5.0,0.5,エスパー,,ふゆう,,,8,48,72,48,72,48,48
0202-000,202,0,ソーナンス,,ソーナンス,がまんポケモン,28.5,1.3,エスパー,,かげふみ,テレパシー,,8,190,33,58,33,58,33
0203-000,203,0,キリンリキ,,キリンリキ,くびながポケモン,41.5,1.5,ノーマル,エスパー,せいしんりょく,はやおき,そうしょく,9,70,80,65,90,65,85
0204-000,204,0,クヌギダマ,,クヌギダマ,みのむしポケモン,7.2,0.6,むし,,がんじょう,ぼうじん,,9,50,65,90,35,35,15
0205-000,205,0,フォレトス,,フォレトス,みのむしポケモン,125.8,1.2,むし,はがね,がんじょう,ぼうじん,,9,75,90,140,60,60,40
0206-000,206,0,ノコッチ,,ノコッチ,つちへびポケモン,14.0,1.5,ノーマル,,てんのめぐみ,にげあし,びびり,9,100,70,70,65,65,45
0207-000,207,0,グライガー,,グライガー,とびさそりポケモン,64.8,1.1,じめん,ひこう,かいりきバサミ,すながくれ,めんえき,9,65,75,105,35,65,85
0208-000,208,0,ハガネール,,ハガネール,てつへびポケモン,400.0,9.2,はがね,じめん,いしあたま,がんじょう,ちからずく,8,75,85,200,55,65,30
